tinh,huyen,xa,diaban,hoso,matv,sector,income
48,494,20290,9,13,3,HomeBusiness,48500
48,494,20290,9,13,4,HomeBusiness,
48,494,20290,9,13,5,,
48,494,20290,9,14,1,,
48,494,20290,9,14,2,HomeBusiness,17500
48,494,20290,9,14,3,,
48,494,20290,9,14,4,,
48,494,20290,9,14,5,,
48,494,20290,9,15,1,HomeBusiness,
48,494,20290,9,15,2,HomeBusiness,
48,494,20290,9,15,3,,
48,495,20260,18,14,1,StateRun,26100
48,495,20260,18,14,2,StateRun,64000
48,495,20260,18,14,3,,
48,495,20260,18,20,1,Private,47321
48,495,20260,18,20,2,StateRun,33327
48,495,20260,18,20,3,,
48,495,20260,18,20,4,,
48,495,20260,18,21,1,FarmForestAqua,
48,495,20260,18,21,2,Private,18300
48,495,20260,18,21,3,Foreign,31536
48,495,20260,18,21,4,,
48,495,20260,18,21,5,,
48,495,20306,7,14,1,Foreign,153562
48,495,20306,7,14,2,StateRun,51959
48,495,20306,7,14,3,,
48,495,20306,7,14,4,,
48,495,20306,7,15,1,HomeBusiness,
48,495,20306,7,15,2,,
48,495,20306,7,15,3,,
48,495,20306,7,15,4,,
48,495,20306,7,15,5,,
48,495,20306,7,19,1,StateRun,2696
48,495,20306,7,19,2,HomeBusiness,
48,495,20306,7,19,3,StateRun,21750
48,495,20306,7,19,4,Private,26500
48,495,20311,2,13,1,StateRun,23836
48,495,20311,2,13,2,StateRun,18600
48,495,20311,2,13,3,,
48,495,20311,2,14,1,Private,25000
48,495,20311,2,14,2,Private,42000
48,495,20311,2,14,3,,
48,495,20311,2,14,4,,
48,495,20311,2,14,5,,
48,495,20311,2,15,1,HomeBusiness,42011
48,495,20311,2,15,2,HomeBusiness,846
48,495,20311,2,15,3,,
48,495,20311,2,15,4,,
48,495,20311,2,15,5,,
48,495,20314,9,13,1,HomeBusiness,
48,495,20314,9,13,2,FarmForestAqua,
48,495,20314,9,13,3,,
48,495,20314,9,13,4,,
48,495,20314,9,14,1,FarmForestAqua,
48,495,20314,9,14,2,FarmForestAqua,
48,495,20314,9,14,3,HomeBusiness,21600
48,495,20314,9,14,4,Private,6000
48,495,20314,9,15,1,HomeBusiness,48000
48,495,20314,9,15,2,FarmForestAqua,21600
48,495,20314,9,15,3,,
48,495,20314,9,15,4,,
48,497,20296,12,13,1,FarmForestAqua,
48,497,20296,12,13,2,HomeBusiness,34238
48,497,20296,12,13,3,,
48,497,20296,12,13,4,,
48,497,20296,12,13,5,,
48,497,20296,12,13,6,,
48,497,20296,12,14,1,FarmForestAqua,
48,497,20296,12,14,2,HomeBusiness,11000
48,497,20296,12,15,1,Private,18500
48,497,20296,12,15,2,HomeBusiness,
48,497,20296,12,15,3,HomeBusiness,18200
48,497,20296,12,15,4,HomeBusiness,
48,497,20296,12,15,5,Foreign,14900
48,497,20302,21,13,1,FarmForestAqua,
48,497,20302,21,13,2,FarmForestAqua,
48,497,20302,21,13,3,HomeBusiness,21400
48,497,20302,21,14,1,HomeBusiness,26963
48,497,20302,21,14,2,,
48,497,20302,21,14,3,,
48,497,20302,21,14,4,,
48,497,20302,21,15,1,FarmForestAqua,
48,497,20302,21,15,2,HomeBusiness,6960
48,497,20302,21,15,3,,
48,497,20320,27,13,1,StateRun,36800
48,497,20320,27,13,2,FarmForestAqua,
48,497,20320,27,13,3,,
48,497,20320,27,13,4,,
48,497,20320,27,15,1,FarmForestAqua,
48,497,20320,27,15,2,FarmForestAqua,
48,497,20320,27,15,3,,
48,497,20320,27,15,4,,
48,497,20320,27,15,5,,
48,497,20320,27,19,1,FarmForestAqua,
48,497,20320,27,19,2,,
48,497,20326,16,13,1,HomeBusiness,37700
48,497,20326,16,13,2,FarmForestAqua,
48,497,20326,16,13,3,,
48,497,20326,16,13,4,,
48,497,20326,16,14,1,HomeBusiness,
48,497,20326,16,14,2,,
48,497,20326,16,15,1,StateRun,28100
48,497,20326,16,15,2,StateRun,25700
48,497,20326,16,15,3,,
48,497,20326,16,15,4,,
48,497,20332,11,13,1,StateRun,74000
48,497,20332,11,13,2,StateRun,24000
48,497,20332,11,13,3,,
48,497,20332,11,13,4,,
48,497,20332,11,14,1,FarmForestAqua,
48,497,20332,11,14,2,FarmForestAqua,
48,497,20332,11,14,3,Private,43500
48,497,20332,11,15,1,FarmForestAqua,
48,497,20332,11,15,2,HomeBusiness,30374
48,497,20332,11,15,3,FarmForestAqua,
48,497,20332,11,15,4,,
48,497,20332,11,15,5,,
48,497,20332,11,15,6,,
49,502,20344,11,13,1,,
49,502,20344,11,13,2,,
49,502,20344,11,14,1,FarmForestAqua,
49,502,20344,11,14,2,FarmForestAqua,
49,502,20344,11,14,3,HomeBusiness,22086
49,502,20344,11,14,4,StateRun,8989
49,502,20344,11,14,5,,
49,502,20344,11,14,6,,
49,502,20344,11,15,1,HomeBusiness,
49,502,20344,11,15,2,Private,10869
49,502,20344,11,15,3,Private,17176
49,502,20344,11,15,4,,
49,502,20350,16,13,1,HomeBusiness,
49,502,20350,16,13,2,HomeBusiness,
49,502,20350,16,13,3,,
49,502,20350,16,13,4,,
49,502,20350,16,14,1,StateRun,46598
49,502,20350,16,14,2,StateRun,46500
49,502,20350,16,14,3,StateRun,48356
49,502,20350,16,14,4,,
49,502,20350,16,15,1,HomeBusiness,
49,502,20350,16,15,2,HomeBusiness,
49,502,20350,16,15,3,,
49,502,20350,16,15,4,,
49,502,20362,12,14,1,HomeBusiness,17463
49,502,20362,12,14,2,Private,9216
49,502,20362,12,14,3,,
49,502,20362,12,14,4,,
49,502,20362,12,14,5,,
49,502,20362,12,15,1,HomeBusiness,
49,502,20362,12,20,1,FarmForestAqua,
49,502,20362,12,20,2,HomeBusiness,26666
49,502,20362,12,20,3,,
49,503,20401,3,13,1,HomeBusiness,
49,503,20401,3,13,2,FarmForestAqua,
49,503,20401,3,13,3,,
49,503,20401,3,13,4,,
49,503,20401,3,14,1,,
49,503,20401,3,14,2,,
49,503,20401,3,15,1,StateRun,46946
49,503,20401,3,15,2,StateRun,45685
49,503,20401,3,15,3,,
49,503,20401,3,15,4,,
49,503,20413,3,13,1,FarmForestAqua,
49,503,20413,3,13,2,HomeBusiness,13969
49,503,20413,3,13,3,Private,17656
49,503,20413,3,13,4,Private,16686
49,503,20413,3,13,5,Private,14648
49,503,20413,3,14,1,FarmForestAqua,
49,503,20413,3,14,2,FarmForestAqua,
49,503,20413,3,14,3,FarmForestAqua,
49,503,20413,3,14,4,HomeBusiness,15521
49,503,20413,3,14,5,FarmForestAqua,
49,503,20413,3,14,6,FarmForestAqua,
49,503,20413,3,14,7,HomeBusiness,16890
49,503,20413,3,14,8,,
49,503,20413,3,14,9,,
49,503,20413,3,15,1,HomeBusiness,
49,503,20413,3,15,2,HomeBusiness,
49,503,20413,3,15,3,,
49,503,20413,3,15,4,,
49,503,20413,3,15,5,,
49,503,20425,8,13,1,FarmForestAqua,
49,503,20425,8,13,2,FarmForestAqua,
49,503,20425,8,14,1,FarmForestAqua,
49,503,20425,8,14,2,FarmForestAqua,
49,503,20425,8,15,1,FarmForestAqua,
49,503,20425,8,15,2,FarmForestAqua,
49,503,20425,8,15,3,,
49,503,20425,8,15,4,,
49,503,20425,8,15,5,,
49,504,20452,3,13,1,FarmForestAqua,
49,504,20452,3,13,2,FarmForestAqua,
49,504,20452,3,13,3,,
49,504,20452,3,13,4,,
49,504,20452,3,13,5,,
49,504,20452,3,14,1,StateRun,38312
49,504,20452,3,14,2,FarmForestAqua,
49,504,20452,3,14,3,,
49,504,20452,3,14,4,,
49,504,20452,3,15,1,FarmForestAqua,
49,504,20452,3,15,2,FarmForestAqua,
49,504,20452,3,15,3,,
49,504,20452,3,15,4,,
49,505,20494,4,13,1,FarmForestAqua,
49,505,20494,4,13,2,FarmForestAqua,
49,505,20494,4,13,3,,
49,505,20494,4,13,4,,
49,505,20494,4,14,1,FarmForestAqua,
49,505,20494,4,14,2,FarmForestAqua,
49,505,20494,4,14,3,FarmForestAqua,
49,505,20494,4,14,4,,
49,505,20494,4,14,5,,
49,505,20494,4,14,6,,
49,505,20494,4,14,7,,
49,505,20494,4,15,1,FarmForestAqua,
49,505,20494,4,15,2,HomeBusiness,
49,505,20494,4,15,3,,
49,505,20494,4,15,4,FarmForestAqua,
49,505,20494,4,15,5,FarmForestAqua,
49,505,20494,4,15,6,,
49,505,20494,4,15,7,,
49,505,20494,4,15,8,,
49,506,20500,4,13,1,FarmForestAqua,
49,506,20500,4,13,2,FarmForestAqua,
49,506,20500,4,13,3,HomeBusiness,
49,506,20500,4,13,4,,
49,506,20500,4,13,5,Private,21917
49,506,20500,4,13,6,,
49,506,20500,4,13,7,,
49,506,20500,4,14,1,StateRun,21398
49,506,20500,4,14,2,FarmForestAqua,
49,506,20500,4,14,3,,
49,506,20500,4,14,4,,
49,506,20500,4,14,5,,
49,506,20500,4,14,6,,
49,506,20500,4,14,7,,
49,506,20500,4,15,1,FarmForestAqua,
49,506,20509,15,13,1,FarmForestAqua,
49,506,20509,15,13,2,FarmForestAqua,
49,506,20509,15,13,3,FarmForestAqua,
49,506,20509,15,13,4,,
49,506,20509,15,13,5,HomeBusiness,
49,506,20509,15,13,6,,
49,506,20509,15,13,7,,
49,506,20509,15,14,1,FarmForestAqua,
49,506,20509,15,14,2,FarmForestAqua,
49,506,20509,15,14,3,,
49,506,20509,15,14,4,,
49,506,20509,15,14,5,,
49,506,20509,15,15,1,StateRun,8641
49,506,20509,15,15,2,FarmForestAqua,
49,506,20509,15,15,3,HomeBusiness,
49,506,20509,15,15,4,FarmForestAqua,
49,506,20515,18,13,1,HomeBusiness,
49,506,20515,18,13,2,HomeBusiness,
49,506,20515,18,13,3,FarmForestAqua,
49,506,20515,18,13,4,Private,26189
49,506,20515,18,13,5,,
49,506,20515,18,13,6,,
49,506,20515,18,13,7,FarmForestAqua,
49,506,20515,18,13,8,,
49,506,20515,18,14,1,StateRun,36643
49,506,20515,18,14,2,,
49,506,20515,18,14,3,,
49,506,20515,18,14,4,,
49,506,20515,18,15,1,FarmForestAqua,
49,506,20515,18,15,2,FarmForestAqua,
49,506,20515,18,15,3,,
49,506,20515,18,15,4,,
49,506,20524,4,13,1,FarmForestAqua,
49,506,20524,4,13,2,FarmForestAqua,
49,506,20524,4,13,3,HomeBusiness,
49,506,20524,4,14,1,Collective,30756
49,506,20524,4,14,2,Private,22073
49,506,20524,4,14,3,,
49,506,20524,4,14,4,,
49,506,20524,4,14,5,,
49,506,20524,4,15,1,Collective,20076
49,506,20524,4,15,2,HomeBusiness,8729
49,506,20524,4,15,3,,
49,506,20524,4,15,4,,
49,506,20536,5,13,1,HomeBusiness,
49,506,20536,5,13,2,HomeBusiness,
49,506,20536,5,13,3,,
49,506,20536,5,14,1,FarmForestAqua,
49,506,20536,5,14,2,HomeBusiness,
49,506,20536,5,14,3,,
49,506,20536,5,14,4,,
49,506,20536,5,14,5,,
49,506,20536,5,15,1,FarmForestAqua,
49,506,20536,5,15,2,FarmForestAqua,
49,506,20536,5,15,3,Foreign,55285
49,506,20536,5,15,4,,
49,506,20547,2,13,1,StateRun,3840
49,506,20547,2,13,2,FarmForestAqua,
49,506,20547,2,13,3,StateRun,27736
49,506,20547,2,13,4,FarmForestAqua,
49,506,20547,2,14,1,FarmForestAqua,
49,506,20547,2,14,2,HomeBusiness,
49,506,20547,2,14,3,,
49,506,20547,2,14,4,,
49,506,20547,2,14,5,FarmForestAqua,
49,506,20547,2,15,1,HomeBusiness,
49,506,20547,2,15,2,HomeBusiness,
49,506,20547,2,15,3,,
49,506,20547,2,15,4,,
49,507,20560,7,13,1,HomeBusiness,17470
49,507,20560,7,13,2,HomeBusiness,13976
49,507,20560,7,13,3,StateRun,3785
49,507,20560,7,13,4,,
49,507,20560,7,14,1,FarmForestAqua,
49,507,20560,7,14,2,FarmForestAqua,
49,507,20560,7,14,3,Foreign,17848
49,507,20560,7,14,4,Private,2522
49,507,20560,7,14,5,,
49,507,20560,7,15,1,HomeBusiness,
49,507,20560,7,15,2,StateRun,39437
49,507,20560,7,15,3,,
49,507,20560,7,15,4,,
49,507,20560,7,15,5,,
49,507,20560,7,15,6,,
49,507,20563,24,13,1,,
49,507,20563,24,13,2,FarmForestAqua,
49,507,20563,24,13,3,,
49,507,20563,24,14,1,FarmForestAqua,13579
49,507,20563,24,14,2,Private,23569
49,507,20563,24,14,3,,
49,507,20563,24,14,4,,
49,507,20563,24,14,5,,
49,507,20563,24,14,6,,
49,507,20563,24,15,1,,
49,507,20563,24,15,2,,
49,507,20572,10,13,1,FarmForestAqua,16626
49,507,20572,10,13,2,,
49,507,20572,10,13,3,,
49,507,20572,10,13,4,,
49,507,20572,10,14,1,FarmForestAqua,
49,507,20572,10,14,2,FarmForestAqua,31990
49,507,20572,10,14,3,FarmForestAqua,
49,507,20572,10,14,4,,
49,507,20572,10,14,5,,
49,507,20572,10,15,1,FarmForestAqua,30740
49,507,20572,10,15,2,FarmForestAqua,
49,507,20572,10,15,3,,
49,507,20572,10,15,4,,
49,507,20579,4,13,1,FarmForestAqua,
49,507,20579,4,13,2,FarmForestAqua,
49,507,20579,4,13,3,Private,24932
49,507,20579,4,13,4,Private,31092
49,507,20579,4,13,5,Foreign,4854
49,507,20579,4,14,1,FarmForestAqua,
49,507,20579,4,15,1,FarmForestAqua,
49,507,20579,4,15,2,HomeBusiness,18327
49,507,20579,4,15,3,Private,12759
49,507,20581,25,13,1,,
49,507,20581,25,14,1,HomeBusiness,
49,507,20581,25,14,2,HomeBusiness,
49,507,20581,25,14,3,,
49,507,20581,25,14,4,Private,40974
49,507,20581,25,14,5,,
49,507,20581,25,15,1,HomeBusiness,
49,507,20581,25,15,2,HomeBusiness,
49,507,20581,25,15,3,Foreign,15520
49,507,20581,25,15,4,Private,35891
49,507,20581,25,15,5,,
49,507,20581,25,15,6,,
49,507,20596,6,13,1,FarmForestAqua,
49,507,20596,6,13,2,FarmForestAqua,
49,507,20596,6,14,1,StateRun,18635
49,507,20596,6,14,2,Private,20066
49,507,20596,6,14,3,HomeBusiness,
49,507,20596,6,15,1,FarmForestAqua,
49,507,20596,6,15,2,HomeBusiness,17923
49,507,20596,6,15,3,HomeBusiness,38175
49,507,20596,6,15,4,,
49,507,20596,6,15,5,,
49,507,20596,6,15,6,,
49,507,20596,6,15,7,,
49,507,20596,6,15,8,,
49,508,20599,2,13,1,HomeBusiness,
49,508,20599,2,13,2,HomeBusiness,28616
49,508,20599,2,13,3,,
49,508,20599,2,14,1,Private,27447
49,508,20599,2,14,2,HomeBusiness,
49,508,20599,2,14,3,,
49,508,20599,2,14,4,,
49,508,20599,2,14,5,,
49,508,20599,2,15,1,HomeBusiness,
49,508,20599,2,15,2,,
49,508,20599,2,15,3,HomeBusiness,
49,508,20599,2,15,4,,
49,508,20599,2,15,5,,
49,508,20599,2,15,6,,
49,508,20599,2,15,7,,
49,508,20599,2,15,8,Private,45097
49,508,20611,10,13,1,HomeBusiness,
49,508,20611,10,13,2,HomeBusiness,
49,508,20611,10,13,3,,
49,508,20611,10,13,4,,
49,508,20611,10,14,1,HomeBusiness,24700
49,508,20611,10,14,2,FarmForestAqua,
49,508,20611,10,14,3,,
49,508,20611,10,14,4,,
49,508,20611,10,14,5,,
49,508,20611,10,14,6,,
49,508,20611,10,15,1,HomeBusiness,
49,508,20611,10,15,2,,
49,508,20611,10,15,3,,
49,508,20611,10,15,4,,
49,508,20611,10,15,5,FarmForestAqua,
49,508,20620,10,13,1,Private,17954
49,508,20620,10,13,2,Private,17954
49,508,20620,10,13,3,,
49,508,20620,10,13,4,,
49,508,20620,10,13,5,,
49,508,20620,10,14,1,FarmForestAqua,
49,508,20620,10,14,2,HomeBusiness,
49,508,20620,10,14,3,HomeBusiness,16302
49,508,20620,10,14,4,,
49,508,20620,10,15,1,HomeBusiness,
49,508,20620,10,15,2,HomeBusiness,18618
49,508,20620,10,15,3,HomeBusiness,19781
49,508,20620,10,15,4,HomeBusiness,25309
49,508,20620,10,15,5,,
49,508,20620,10,15,6,HomeBusiness,13963
49,508,20620,10,15,7,,
49,508,20629,10,13,1,FarmForestAqua,
49,508,20629,10,13,2,HomeBusiness,
49,508,20629,10,13,3,,
49,508,20629,10,13,4,,
49,508,20629,10,14,1,HomeBusiness,25503
49,508,20629,10,14,2,HomeBusiness,14739
49,508,20629,10,14,3,HomeBusiness,
49,508,20629,10,14,4,,
49,508,20629,10,15,1,HomeBusiness,
49,508,20629,10,15,2,FarmForestAqua,
49,508,20629,10,15,3,,
49,508,20629,10,15,4,,
49,508,20638,6,13,1,,
49,508,20638,6,14,1,,
49,508,20638,6,15,1,FarmForestAqua,
49,508,20638,6,15,2,FarmForestAqua,
49,508,20638,6,15,3,HomeBusiness,10163
49,509,20651,5,13,1,Private,22203
49,509,20651,5,13,2,FarmForestAqua,
49,509,20651,5,13,3,,
49,509,20651,5,13,4,,
49,509,20651,5,14,1,FarmForestAqua,17464
49,509,20651,5,14,2,FarmForestAqua,
49,509,20651,5,14,3,,
49,509,20651,5,14,4,,
49,509,20651,5,15,1,FarmForestAqua,
49,509,20651,5,15,2,,
49,509,20651,5,15,3,,
49,509,20651,5,15,4,,
49,509,20651,5,15,5,,
49,509,20680,10,13,1,HomeBusiness,
49,509,20680,10,13,2,FarmForestAqua,
49,509,20680,10,13,3,HomeBusiness,
49,509,20680,10,13,4,,
49,509,20680,10,14,1,Private,
49,509,20680,10,14,2,HomeBusiness,
49,509,20680,10,14,3,Private,52341
49,509,20680,10,14,4,Private,34881
49,509,20680,10,15,1,Private,20756
49,509,20680,10,15,2,FarmForestAqua,
49,509,20680,10,15,3,,
49,509,20680,10,15,4,,
49,510,20695,13,13,1,StateRun,53419
49,510,20695,13,13,2,,
49,510,20695,13,14,1,FarmForestAqua,
49,510,20695,13,14,2,FarmForestAqua,
49,510,20695,13,15,1,StateRun,26446
49,510,20695,13,15,2,StateRun,19209
49,510,20695,13,15,3,,
49,510,20695,13,15,4,,
49,510,20701,3,13,1,FarmForestAqua,
49,510,20701,3,13,2,FarmForestAqua,
49,510,20701,3,13,3,,
49,510,20701,3,13,4,,
49,510,20701,3,13,5,,
49,510,20701,3,14,1,FarmForestAqua,
49,510,20701,3,14,2,FarmForestAqua,
49,510,20701,3,14,3,FarmForestAqua,
49,510,20701,3,14,4,,
49,510,20701,3,14,5,FarmForestAqua,
49,510,20701,3,15,1,FarmForestAqua,
49,510,20701,3,15,2,FarmForestAqua,
49,510,20701,3,15,3,,
49,510,20701,3,15,4,,
49,510,20701,3,15,5,,
49,511,20722,8,13,1,HomeBusiness,
49,511,20722,8,13,2,HomeBusiness,
49,511,20722,8,13,3,,
49,511,20722,8,13,4,,
49,511,20722,8,14,1,StateRun,35645
49,511,20722,8,15,1,,
49,511,20722,8,15,2,,
49,511,20722,8,15,3,,
49,511,20722,8,15,4,,
49,511,20740,1,13,1,FarmForestAqua,
49,511,20740,1,13,2,FarmForestAqua,
49,511,20740,1,13,3,,
49,511,20740,1,13,4,,
49,511,20740,1,14,1,FarmForestAqua,
49,511,20740,1,14,2,FarmForestAqua,
49,511,20740,1,15,1,FarmForestAqua,
49,511,20740,1,15,2,FarmForestAqua,
49,511,20740,1,15,3,,
49,511,20740,1,15,4,,
49,511,20740,1,15,5,,
49,512,20773,5,13,1,FarmForestAqua,3244
49,512,20773,5,13,2,FarmForestAqua,
49,512,20773,5,13,3,,
49,512,20773,5,13,4,,
49,512,20773,5,14,1,StateRun,5352
49,512,20773,5,14,2,,
49,512,20773,5,14,3,,
49,512,20773,5,14,4,,
49,512,20773,5,15,1,FarmForestAqua,
49,512,20773,5,15,2,FarmForestAqua,
49,512,20773,5,15,3,,
49,513,20791,22,13,1,HomeBusiness,
49,513,20791,22,13,2,HomeBusiness,
49,513,20791,22,13,3,FarmForestAqua,
49,513,20791,22,13,4,Private,33256
49,513,20791,22,13,5,,
49,513,20791,22,13,6,,
49,513,20791,22,13,7,,
49,513,20791,22,14,1,Private,15909
49,513,20791,22,14,2,StateRun,42791
49,513,20791,22,14,3,,
49,513,20791,22,14,4,,
49,513,20791,22,15,1,Private,14774
49,513,20791,22,15,2,FarmForestAqua,
49,513,20797,7,13,1,HomeBusiness,
49,513,20797,7,13,2,FarmForestAqua,
49,513,20797,7,13,3,,
49,513,20797,7,14,1,HomeBusiness,
49,513,20797,7,15,1,FarmForestAqua,
49,513,20797,7,15,2,FarmForestAqua,
49,513,20797,7,15,3,StateRun,18441
49,513,20797,7,15,4,,
49,513,20797,7,15,5,StateRun,19509
49,513,20797,7,15,6,,
49,513,20806,5,13,1,HomeBusiness,
49,513,20806,5,13,2,HomeBusiness,
49,513,20806,5,13,3,,
49,513,20806,5,14,1,,
49,513,20806,5,14,2,HomeBusiness,
49,513,20806,5,14,3,,
49,513,20806,5,15,1,HomeBusiness,9344
49,513,20806,5,15,2,HomeBusiness,1481
49,513,20806,5,15,3,,
49,513,20806,5,15,4,,
49,513,20818,6,13,1,FarmForestAqua,
49,513,20818,6,13,2,HomeBusiness,
49,513,20818,6,13,3,,
49,513,20818,6,13,4,,
49,513,20818,6,13,5,,
49,513,20818,6,13,6,,
49,513,20818,6,14,1,HomeBusiness,
49,513,20818,6,14,2,HomeBusiness,
49,513,20818,6,14,3,,
49,513,20818,6,14,4,,
49,513,20818,6,14,5,,
49,513,20818,6,14,6,,
49,513,20818,6,15,1,HomeBusiness,
49,513,20818,6,15,2,,
49,513,20818,6,15,3,,
49,513,20818,6,15,4,,
49,513,20818,6,15,5,,
49,513,20824,26,13,1,FarmForestAqua,
49,513,20824,26,13,2,FarmForestAqua,
49,513,20824,26,13,3,,
49,513,20824,26,13,4,,
49,513,20824,26,14,1,FarmForestAqua,
49,513,20824,26,14,2,FarmForestAqua,
49,513,20824,26,14,3,FarmForestAqua,
49,513,20824,26,14,4,FarmForestAqua,
49,513,20824,26,15,1,HomeBusiness,
49,513,20824,26,15,2,FarmForestAqua,
49,513,20824,26,15,3,,
49,513,20824,26,15,4,,
49,513,20824,26,15,5,,
49,513,20824,26,15,6,,
49,513,20836,4,13,1,FarmForestAqua,
49,513,20836,4,13,2,FarmForestAqua,
49,513,20836,4,13,3,FarmForestAqua,
49,513,20836,4,13,4,,
49,513,20836,4,14,1,FarmForestAqua,
49,513,20836,4,14,2,FarmForestAqua,
49,513,20836,4,14,3,,
49,513,20836,4,14,4,,
49,513,20836,4,14,5,FarmForestAqua,
49,513,20836,4,15,1,FarmForestAqua,
49,513,20836,4,15,2,FarmForestAqua,
49,513,20836,4,15,3,,
49,513,20836,4,15,4,,
49,513,20848,8,13,1,FarmForestAqua,
49,513,20848,8,13,2,FarmForestAqua,
49,513,20848,8,13,3,,
49,513,20848,8,13,4,HomeBusiness,20871
49,513,20848,8,13,5,,
49,513,20848,8,14,1,FarmForestAqua,
49,513,20848,8,14,2,FarmForestAqua,
49,513,20848,8,14,3,,
49,513,20848,8,14,4,,
49,513,20848,8,14,5,,
49,513,20848,8,15,1,FarmForestAqua,
49,513,20848,8,15,2,FarmForestAqua,
49,513,20848,8,15,3,,
49,513,20848,8,15,4,,
49,514,20866,3,13,1,FarmForestAqua,
49,514,20866,3,13,2,FarmForestAqua,
49,514,20866,3,13,3,FarmForestAqua,
49,514,20866,3,13,4,FarmForestAqua,
49,514,20866,3,14,1,FarmForestAqua,
49,514,20866,3,14,2,FarmForestAqua,
49,514,20866,3,14,3,Private,39955
49,514,20866,3,15,1,FarmForestAqua,
49,514,20866,3,15,2,HomeBusiness,14158
49,514,20866,3,15,3,,
49,514,20881,8,13,1,FarmForestAqua,
49,514,20881,8,13,2,FarmForestAqua,
49,514,20881,8,13,3,FarmForestAqua,
49,514,20881,8,13,4,,
49,514,20881,8,14,1,FarmForestAqua,
49,514,20881,8,14,2,FarmForestAqua,
49,514,20881,8,15,1,FarmForestAqua,25210
49,514,20881,8,15,2,FarmForestAqua,
49,514,20881,8,15,3,,
49,514,20881,8,15,4,,
49,514,20881,8,15,5,,
49,514,20896,3,13,1,FarmForestAqua,
49,514,20896,3,14,1,FarmForestAqua,
49,514,20896,3,14,2,FarmForestAqua,
49,514,20896,3,14,3,FarmForestAqua,
49,514,20896,3,15,1,FarmForestAqua,
49,514,20896,3,15,2,FarmForestAqua,
49,515,20914,8,13,1,,
49,515,20914,8,13,2,FarmForestAqua,
49,515,20914,8,13,3,,
49,515,20914,8,14,1,FarmForestAqua,
49,515,20914,8,14,2,,
49,515,20914,8,14,3,FarmForestAqua,4883
49,515,20914,8,14,4,HomeBusiness,9766
49,515,20914,8,14,5,FarmForestAqua,
49,515,20914,8,14,6,,
49,515,20914,8,15,1,FarmForestAqua,4776
49,515,20914,8,15,2,FarmForestAqua,6965
49,515,20914,8,15,3,FarmForestAqua,5970
49,515,20914,8,15,4,FarmForestAqua,
49,515,20914,8,15,5,FarmForestAqua,
49,515,20914,8,15,6,,
49,515,20914,8,15,7,,
49,516,20944,1,13,1,FarmForestAqua,
49,516,20944,1,13,2,FarmForestAqua,
49,516,20944,1,13,3,,
49,516,20944,1,13,4,,
49,516,20944,1,13,5,,
49,516,20944,1,13,6,,
49,516,20944,1,14,1,FarmForestAqua,
49,516,20944,1,14,2,FarmForestAqua,
49,516,20944,1,14,3,FarmForestAqua,
49,516,20944,1,14,4,FarmForestAqua,
49,516,20944,1,14,5,,
49,516,20944,1,14,6,,
49,516,20944,1,15,1,FarmForestAqua,
49,516,20944,1,15,2,FarmForestAqua,
49,516,20944,1,15,3,FarmForestAqua,
49,517,20965,17,13,1,FarmForestAqua,
49,517,20965,17,13,2,FarmForestAqua,
49,517,20965,17,13,3,Private,9217
49,517,20965,17,13,4,,
49,517,20965,17,14,1,HomeBusiness,
49,517,20965,17,14,2,HomeBusiness,19400
49,517,20965,17,14,3,Collective,27839
49,517,20965,17,14,4,,
49,517,20965,17,15,1,,
49,517,20965,17,15,2,FarmForestAqua,
49,517,20965,17,15,3,Private,19520
49,517,20965,17,15,4,,
49,517,20965,17,15,5,,
49,517,20971,7,13,1,HomeBusiness,22321
49,517,20971,7,13,2,FarmForestAqua,
49,517,20971,7,13,3,,
49,517,20971,7,13,4,,
49,517,20971,7,13,5,,
49,517,20971,7,14,1,FarmForestAqua,
49,517,20971,7,14,2,FarmForestAqua,
49,517,20971,7,14,3,FarmForestAqua,
49,517,20971,7,14,4,,
49,517,20971,7,14,5,,
49,517,20971,7,15,1,FarmForestAqua,
49,517,20971,7,15,2,FarmForestAqua,
49,517,20971,7,15,3,Private,35756
49,517,20971,7,15,4,Private,21789
49,517,20983,12,13,1,FarmForestAqua,
49,517,20983,12,13,2,HomeBusiness,17452
49,517,20983,12,14,1,FarmForestAqua,
49,517,20983,12,14,2,FarmForestAqua,
49,517,20983,12,15,1,FarmForestAqua,
49,517,20992,13,13,1,FarmForestAqua,
49,517,20992,13,13,2,FarmForestAqua,
49,517,20992,13,13,3,Private,21343
49,517,20992,13,13,4,HomeBusiness,18824
49,517,20992,13,13,5,HomeBusiness,5337
49,517,20992,13,13,6,,
49,517,20992,13,13,7,,
49,517,20992,13,14,1,Foreign,36628
49,517,20992,13,14,2,FarmForestAqua,
49,517,20992,13,14,3,,
49,517,20992,13,14,4,,
49,517,20992,13,14,5,,
49,517,20992,13,15,1,FarmForestAqua,
49,517,20992,13,15,2,FarmForestAqua,
49,517,21001,14,13,1,FarmForestAqua,19486
49,517,21001,14,13,2,FarmForestAqua,
49,517,21001,14,13,3,,
49,517,21001,14,14,1,FarmForestAqua,
49,517,21001,14,15,1,FarmForestAqua,
49,517,21001,14,15,2,FarmForestAqua,
49,517,21001,14,15,3,Private,28512
49,518,20368,17,13,1,StateRun,72751
49,518,20368,17,13,2,StateRun,30264
49,518,20368,17,13,3,,
49,518,20368,17,13,4,,
